S&S_Title	Wikidata_ID	Director	Director_gender	Screenwriter	Screenwriter_gender	Original_Title	English_Title	IMDb ID	Genre	RT_Score(%)	IMDb_Rating	Language	Silent	Actors	Runtime(min)	Rated	Country	Year	2022_Poll	2012_Poll	Position_2022	Position_2012	OMDb
Le Mépris	Q598109	Jean-Luc Godard	male	Jean-Luc Godard	male	Le Mépris	Contempt	tt0057345	Drama, Romance	92	7.5	French, English, German, Italian	false	Brigitte Bardot, Jack Palance, Michel Piccoli	102	Not Rated	France, Italy	1963	true	true	54	21	"{""Title"":""Contempt"",""Year"":""1963"",""Rated"":""Not Rated"",""Released"":""18 Dec 1964"",""Runtime"":""102 min"",""Genre"":""Drama, Romance"",""Director"":""Jean-Luc Godard"",""Writer"":""Alberto Moravia, Jean-Luc Godard"",""Actors"":""Brigitte Bardot, Jack Palance, Michel Piccoli"",""Plot"":""Screenwriter Paul Javal's marriage to his wife Camille disintegrates during movie production as she spends time with the producer. Layered conflicts between art and business ensue."",""Language"":""French, English, German, Italian"",""Country"":""France, Italy"",""Awards"":""1 win & 1 nomination"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMGNhNjYxYmUtMGI5Zi00N2MxLTkzYTctYjEyNWQ1YTk4MTc0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.5/10""},{""Source"":""Rotten Tomatoes"",""Value"":""92%""}],""Metascore"":""N/A"",""imdbRating"":""7.5"",""imdbVotes"":""32,731"",""imdbID"":""tt0057345"",""Type"":""movie"",""DVD"":""16 Feb 2010"",""BoxOffice"":""$903,986"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Gertrud	Q1253821	Carl Theodor Dreyer	male	Carl Theodor Dreyer&Hjalmar Söderberg	male&male	Gertrud	Gertrud	tt0058138	Drama, Romance	73	7.3	Danish	false	Nina Pens Rode, Bendt Rothe, Ebbe Rode	116	Not Rated	Denmark	1964	false	true		42	"{""Title"":""Gertrud"",""Year"":""1964"",""Rated"":""Not Rated"",""Released"":""02 Jun 1966"",""Runtime"":""116 min"",""Genre"":""Drama, Romance"",""Director"":""Carl Theodor Dreyer"",""Writer"":""Hjalmar Söderberg, Carl Theodor Dreyer"",""Actors"":""Nina Pens Rode, Bendt Rothe, Ebbe Rode"",""Plot"":""In the elegant world of artists and musicians, Gertrud ends her marriage to Gustav and takes a lover, the composer Erland Jansson."",""Language"":""Danish"",""Country"":""Denmark"",""Awards"":""3 wins & 1 nomination"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMDYyMTIwYTMtOGRjNC00Njk4LWE1Y2EtYjhhMDJlNDY2MThkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.3/10""},{""Source"":""Rotten Tomatoes"",""Value"":""73%""}],""Metascore"":""N/A"",""imdbRating"":""7.3"",""imdbVotes"":""6,361"",""imdbID"":""tt0058138"",""Type"":""movie"",""DVD"":""N/A"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Black Girl	Q3211102	Ousmane Sembène	male	Ousmane Sembène	male	La Noire de...	Black Girl	tt0060758	Drama	97	7.4	French	false	Mbissine Thérèse Diop, Anne-Marie Jelinek, Robert Fontaine	65	Not Rated	Senegal, France	1965	true	false	95		"{""Title"":""Black Girl"",""Year"":""1966"",""Rated"":""Not Rated"",""Released"":""N/A"",""Runtime"":""65 min"",""Genre"":""Drama"",""Director"":""Ousmane Sembene"",""Writer"":""Ousmane Sembene"",""Actors"":""Mbissine Thérèse Diop, Anne-Marie Jelinek, Robert Fontaine"",""Plot"":""A black girl from Senegal becomes a servant in France."",""Language"":""French"",""Country"":""Senegal, France"",""Awards"":""2 wins"",""Poster"":""https://m.media-amazon.com/images/M/MV5BYjJkYmE3YWMtODk4ZC00NGJmLTkzZjMtMzZlY2FjOWVhY2JjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.4/10""},{""Source"":""Rotten Tomatoes"",""Value"":""97%""},{""Source"":""Metacritic"",""Value"":""72/100""}],""Metascore"":""72"",""imdbRating"":""7.4"",""imdbVotes"":""4,674"",""imdbID"":""tt0060758"",""Type"":""movie"",""DVD"":""24 Jan 2017"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Pierrot le fou	Q938851	Jean-Luc Godard	male	Jean-Luc Godard&Remo Forlani	male&male	Pierrot le fou	Pierrot le fou	tt0059592	Crime, Drama, Romance	88	7.5	French, English, Italian	false	Jean-Paul Belmondo, Anna Karina, Graziella Galvani	110	Not Rated	France, Italy	1965	true	true	84	42	"{""Title"":""Pierrot le Fou"",""Year"":""1965"",""Rated"":""Not Rated"",""Released"":""08 Jan 1969"",""Runtime"":""110 min"",""Genre"":""Crime, Drama, Romance"",""Director"":""Jean-Luc Godard"",""Writer"":""Rémo Forlani, Jean-Luc Godard, Lionel White"",""Actors"":""Jean-Paul Belmondo, Anna Karina, Graziella Galvani"",""Plot"":""Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run."",""Language"":""French, English, Italian"",""Country"":""France, Italy"",""Awards"":""Nominated for 1 BAFTA Award2 wins & 2 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMTQ0OTc4MDcxMl5BMl5BanBnXkFtZTgwNjIzMjA0NzE@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.5/10""},{""Source"":""Rotten Tomatoes"",""Value"":""88%""}],""Metascore"":""N/A"",""imdbRating"":""7.5"",""imdbVotes"":""34,163"",""imdbID"":""tt0059592"",""Type"":""movie"",""DVD"":""19 Feb 2008"",""BoxOffice"":""$87,011"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Andrei Rublev	Q503046	Andrei Tarkovsky	male	Andrei Tarkovsky&Andrei Konchalovsky	male&male	Андрей Рублёв	Andrei Rublev	tt0060107	Biography, Drama, History	95	8.1	Russian, Italian, Tatar	false	Anatoliy Solonitsyn, Ivan Lapikov, Nikolay Grinko	205	R	Soviet Union	1966	true	true	67	26	"{""Title"":""Andrei Rublev"",""Year"":""1966"",""Rated"":""R"",""Released"":""01 Oct 1973"",""Runtime"":""205 min"",""Genre"":""Biography, Drama, History"",""Director"":""Andrei Tarkovsky"",""Writer"":""Andrey Konchalovskiy, Andrei Tarkovsky"",""Actors"":""Anatoliy Solonitsyn, Ivan Lapikov, Nikolay Grinko"",""Plot"":""The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev."",""Language"":""Russian, Italian, Tatar"",""Country"":""Soviet Union"",""Awards"":""5 wins & 2 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BNjM2MjMwNzUzN15BMl5BanBnXkFtZTgwMjEzMzE5MTE@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.1/10""},{""Source"":""Rotten Tomatoes"",""Value"":""95%""}],""Metascore"":""N/A"",""imdbRating"":""8.1"",""imdbVotes"":""54,010"",""imdbID"":""tt0060107"",""Type"":""movie"",""DVD"":""02 Feb 1999"",""BoxOffice"":""$124,189"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Au Hasard Balthazar	Q228937	Robert Bresson	male	Robert Bresson	male	Au hasard Balthazar	Au hasard Balthazar	tt0060138	Drama	100	7.8	French, Latin	false	Anne Wiazemsky, Walter Green, François Lafarge	95	Not Rated	France, Sweden	1966	true	true	25	16	"{""Title"":""Au hasard Balthazar"",""Year"":""1966"",""Rated"":""Not Rated"",""Released"":""25 May 1966"",""Runtime"":""95 min"",""Genre"":""Drama"",""Director"":""Robert Bresson"",""Writer"":""Robert Bresson"",""Actors"":""Anne Wiazemsky, Walter Green, François Lafarge"",""Plot"":""The story of a mistreated donkey and the people around him. A study on saintliness and a sister piece to Bresson's Mouchette."",""Language"":""French, Latin"",""Country"":""France, Sweden"",""Awards"":""8 wins & 3 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BYTM5OTRjOWItNGI5My00NTFmLWI3NWMtNTRjMmNiY2E5N2FhXkEyXkFqcGdeQXVyOTk4OTE0NTA@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.8/10""},{""Source"":""Rotten Tomatoes"",""Value"":""100%""},{""Source"":""Metacritic"",""Value"":""98/100""}],""Metascore"":""98"",""imdbRating"":""7.8"",""imdbVotes"":""20,533"",""imdbID"":""tt0060138"",""Type"":""movie"",""DVD"":""05 Jul 2005"",""BoxOffice"":""$45,406"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Daisies	Q910705	Věra Chytilová	female	Pavel Juráček&Ester Krumbachová&Věra Chytilová	male&female&female	Sedmikrásky	Daisies	tt0060959	Comedy	85	7.3	Czech	false	Ivana Karbanová, Jitka Cerhová, Marie Cesková	74	Not Rated	Czechoslovakia	1966	true	false	28		"{""Title"":""Daisies"",""Year"":""1966"",""Rated"":""Not Rated"",""Released"":""30 Dec 1966"",""Runtime"":""74 min"",""Genre"":""Comedy"",""Director"":""Vera Chytilová"",""Writer"":""Vera Chytilová, Pavel Jurácek, Ester Krumbachová"",""Actors"":""Ivana Karbanová, Jitka Cerhová, Marie Cesková"",""Plot"":""After realizing that all world is spoiled, Marie and Marie are committed to be spoiled themselves. They rip off older men, feast in lavish meals and do all kinds of mischief. But what is all this leading to?"",""Language"":""Czech"",""Country"":""Czechoslovakia"",""Awards"":""2 wins & 2 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMGVkNWNmYjktZmI4ZC00OWVhLWIwMDQtNTc3MTBhNzRmNjMzXkEyXkFqcGdeQXVyMTExMTE3NDg5._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.3/10""},{""Source"":""Rotten Tomatoes"",""Value"":""85%""}],""Metascore"":""N/A"",""imdbRating"":""7.3"",""imdbVotes"":""12,845"",""imdbID"":""tt0060959"",""Type"":""movie"",""DVD"":""13 Jun 2019"",""BoxOffice"":""$13,692"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Persona	Q695255	Ingmar Bergman	male	Ingmar Bergman	male	Persona	Persona	tt0060827	Drama, Thriller	91	8.1	Swedish, English	false	Bibi Andersson, Liv Ullmann, Margaretha Krook	83	Not Rated	Sweden	1966	true	true	18	17	"{""Title"":""Persona"",""Year"":""1966"",""Rated"":""Not Rated"",""Released"":""16 Mar 1967"",""Runtime"":""83 min"",""Genre"":""Drama, Thriller"",""Director"":""Ingmar Bergman"",""Writer"":""Ingmar Bergman"",""Actors"":""Bibi Andersson, Liv Ullmann, Margaretha Krook"",""Plot"":""A nurse is put in charge of a mute actress and finds that their personae are melding together."",""Language"":""Swedish, English"",""Country"":""Sweden"",""Awards"":""Nominated for 1 BAFTA Award11 wins & 5 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BYmFlOTcxMWUtZTMzMi00NWIyLTkwOTEtNjIxNmViNzc2Yzc1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.1/10""},{""Source"":""Rotten Tomatoes"",""Value"":""91%""},{""Source"":""Metacritic"",""Value"":""86/100""}],""Metascore"":""86"",""imdbRating"":""8.1"",""imdbVotes"":""119,019"",""imdbID"":""tt0060827"",""Type"":""movie"",""DVD"":""10 Feb 2004"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
The Battle of Algiers	Q784812	Gillo Pontecorvo	male	Gillo Pontecorvo&Saadi Yacef&Franco Solinas	male&male&male	La Bataille d'alger	The Battle of Algiers	tt0058946	Drama, War	99	8.1	Arabic, French, English	false	Brahim Hadjadj, Jean Martin, Yacef Saadi	121	Not Rated	Italy, Algeria	1966	true	true	45	48	"{""Title"":""The Battle of Algiers"",""Year"":""1966"",""Rated"":""Not Rated"",""Released"":""20 Sep 1967"",""Runtime"":""121 min"",""Genre"":""Drama, War"",""Director"":""Gillo Pontecorvo"",""Writer"":""Franco Solinas, Gillo Pontecorvo"",""Actors"":""Brahim Hadjadj, Jean Martin, Yacef Saadi"",""Plot"":""In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."",""Language"":""Arabic, French, English"",""Country"":""Italy, Algeria"",""Awards"":""Nominated for 3 Oscars. 9 wins & 9 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BN2M4YTA4ZTEtN2EyNy00YTlmLWE4YzYtYjYyYjRkMWM4ZDM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.1/10""},{""Source"":""Rotten Tomatoes"",""Value"":""99%""},{""Source"":""Metacritic"",""Value"":""96/100""}],""Metascore"":""96"",""imdbRating"":""8.1"",""imdbVotes"":""60,534"",""imdbID"":""tt0058946"",""Type"":""movie"",""DVD"":""19 Oct 2004"",""BoxOffice"":""$879,794"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Playtime	Q1454574	Jacques Tati	male	Jacques Tati&Art Buchwald	male&male	Playtime	Playtime	tt0062136	Comedy	98	7.8	French, English, German	false	Jacques Tati, Barbara Dennek, Rita Maiden	155	Not Rated	France, Italy	1967	true	true	23	42	"{""Title"":""Playtime"",""Year"":""1967"",""Rated"":""Not Rated"",""Released"":""27 Jun 1973"",""Runtime"":""155 min"",""Genre"":""Comedy"",""Director"":""Jacques Tati"",""Writer"":""Jacques Tati, Jacques Lagrange, Art Buchwald"",""Actors"":""Jacques Tati, Barbara Dennek, Rita Maiden"",""Plot"":""Monsieur Hulot curiously wanders around a high-tech Paris, paralleling a trip with a group of American tourists. Meanwhile, a nightclub/restaurant prepares its opening night, but it's still under construction."",""Language"":""French, English, German"",""Country"":""France, Italy"",""Awards"":""4 wins & 2 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BZGJiMjY4MjAtYzA3OS00MDE3LWJlMGQtOTgzMzRhYmQzZjliXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.8/10""},{""Source"":""Rotten Tomatoes"",""Value"":""98%""}],""Metascore"":""N/A"",""imdbRating"":""7.8"",""imdbVotes"":""23,343"",""imdbID"":""tt0062136"",""Type"":""movie"",""DVD"":""05 Sep 2006"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
2001: A Space Odyssey	Q103474	Stanley Kubrick	male	Arthur C. Clarke&Stanley Kubrick	male&male	2001: A Space Odyssey	2001: A Space Odyssey	tt0062622	Adventure, Sci-Fi	92	8.3	English, Russian, French	false	Keir Dullea, Gary Lockwood, William Sylvester	149	G	United Kingdom, United States	1968	true	true	6	6	"{""Title"":""2001: A Space Odyssey"",""Year"":""1968"",""Rated"":""G"",""Released"":""24 Jun 1970"",""Runtime"":""149 min"",""Genre"":""Adventure, Sci-Fi"",""Director"":""Stanley Kubrick"",""Writer"":""Stanley Kubrick, Arthur C. Clarke"",""Actors"":""Keir Dullea, Gary Lockwood, William Sylvester"",""Plot"":""After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins - a spacecraft manned by two men and the supercomputer H.A.L. 9000."",""Language"":""English, Russian, French"",""Country"":""United Kingdom, United States"",""Awards"":""Won 1 Oscar. 17 wins & 12 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.3/10""},{""Source"":""Rotten Tomatoes"",""Value"":""92%""},{""Source"":""Metacritic"",""Value"":""84/100""}],""Metascore"":""84"",""imdbRating"":""8.3"",""imdbVotes"":""667,754"",""imdbID"":""tt0062622"",""Type"":""movie"",""DVD"":""23 Oct 2007"",""BoxOffice"":""$60,481,243"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Once upon a Time in the West	Q168154	Sergio Leone	male	Sergio Leone&Sergio Donati&Dario Argento&Bernardo Bertolucci	male&male&male&male	Once Upon a Time in the West	Once Upon a Time in the West	tt0064116	Western	95	8.5	Italian, English, Spanish	false	Henry Fonda, Charles Bronson, Claudia Cardinale	165	PG-13	Italy, United States	1968	true	true	95	78	"{""Title"":""Once Upon a Time in the West"",""Year"":""1968"",""Rated"":""PG-13"",""Released"":""04 Jul 1969"",""Runtime"":""165 min"",""Genre"":""Western"",""Director"":""Sergio Leone"",""Writer"":""Sergio Donati, Sergio Leone, Dario Argento"",""Actors"":""Henry Fonda, Charles Bronson, Claudia Cardinale"",""Plot"":""A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad."",""Language"":""Italian, English, Spanish"",""Country"":""Italy, United States"",""Awards"":""5 wins & 5 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BODQ3NDExOGYtMzI3Mi00NWRlLTkwNjAtNjc4MDgzZGJiZTA1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.5/10""},{""Source"":""Rotten Tomatoes"",""Value"":""95%""},{""Source"":""Metacritic"",""Value"":""80/100""}],""Metascore"":""80"",""imdbRating"":""8.5"",""imdbVotes"":""329,463"",""imdbID"":""tt0064116"",""Type"":""movie"",""DVD"":""18 Nov 2003"",""BoxOffice"":""$5,321,508"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
The Colour of Pomegranates	Q2235380	Sergei Parajanov	male	Sergei Parajanov	male	Նռան գույնը	The Color of Pomegranates	tt0063555	Biography, Drama, History	94	7.6	Armenian, Azerbaijani, Georgian	false	Sofiko Chiaureli, Melkon Alekyan, Vilen Galstyan	79	Not Rated	Soviet Union	1968	false	true		84	"{""Title"":""The Color of Pomegranates"",""Year"":""1969"",""Rated"":""Not Rated"",""Released"":""27 Jan 1982"",""Runtime"":""79 min"",""Genre"":""Biography, Drama, History"",""Director"":""Sergei Parajanov"",""Writer"":""Sayat Nova, Sergei Parajanov"",""Actors"":""Sofiko Chiaureli, Melkon Alekyan, Vilen Galstyan"",""Plot"":""A surreal biopic of Armenian poet Sayat Nova, told via non-narrative amalgamations of images, hailed as revolutionary by Mikhail Vartanov."",""Language"":""Armenian, Azerbaijani, Georgian"",""Country"":""Soviet Union"",""Awards"":""1 win & 1 nomination"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMTY2MzEzZjQtYjk2Ni00OTljLTk3MTMtYTgwMDMzZjFiNjE3XkEyXkFqcGdeQXVyMTI5Mjg2Ng@@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.6/10""},{""Source"":""Rotten Tomatoes"",""Value"":""94%""}],""Metascore"":""N/A"",""imdbRating"":""7.6"",""imdbVotes"":""11,367"",""imdbID"":""tt0063555"",""Type"":""movie"",""DVD"":""11 Jun 2007"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
The Wild Bunch	Q994481	Sam Peckinpah	male	Sam Peckinpah&Walon Green	male&male	The Wild Bunch	The Wild Bunch	tt0065214	Action, Adventure, Western	91	7.9	English, Spanish, German	false	William Holden, Ernest Borgnine, Robert Ryan	135	R	United States	1969	false	true		84	"{""Title"":""The Wild Bunch"",""Year"":""1969"",""Rated"":""R"",""Released"":""19 Jun 1969"",""Runtime"":""135 min"",""Genre"":""Action, Adventure, Western"",""Director"":""Sam Peckinpah"",""Writer"":""Walon Green, Sam Peckinpah, Roy N. Sickner"",""Actors"":""William Holden, Ernest Borgnine, Robert Ryan"",""Plot"":""An aging group of outlaws look for one last big score as the \""traditional\"" American West is disappearing around them."",""Language"":""English, Spanish, German"",""Country"":""United States"",""Awards"":""Nominated for 2 Oscars. 6 wins & 8 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BNGUyYTZmOWItMDJhMi00N2IxLWIyNDMtNjUxM2ZiYmU5YWU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.9/10""},{""Source"":""Rotten Tomatoes"",""Value"":""91%""},{""Source"":""Metacritic"",""Value"":""97/100""}],""Metascore"":""97"",""imdbRating"":""7.9"",""imdbVotes"":""85,248"",""imdbID"":""tt0065214"",""Type"":""movie"",""DVD"":""10 Jan 2006"",""BoxOffice"":""$638,641"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Wanda	Q381528	Barbara Loden	female	Barbara Loden	female	Wanda	Wanda	tt0067961	Crime, Drama	92	7.1	English	false	Barbara Loden, Michael Higgins, Dorothy Shupenes	102	GP	United States	1970	true	false	48		"{""Title"":""Wanda"",""Year"":""1970"",""Rated"":""GP"",""Released"":""14 Jan 1971"",""Runtime"":""102 min"",""Genre"":""Crime, Drama"",""Director"":""Barbara Loden"",""Writer"":""Barbara Loden"",""Actors"":""Barbara Loden, Michael Higgins, Dorothy Shupenes"",""Plot"":""Wanda, a lonely housewife, drifts through mining country until she meets a petty thief who takes her in."",""Language"":""English"",""Country"":""United States"",""Awards"":""2 wins"",""Poster"":""https://m.media-amazon.com/images/M/MV5BM2MwMTUxZmQtNWFlZS00YjI3LWE5MDMtMTQzOTFhOTE0YjRiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.1/10""},{""Source"":""Rotten Tomatoes"",""Value"":""92%""}],""Metascore"":""N/A"",""imdbRating"":""7.1"",""imdbVotes"":""4,452"",""imdbID"":""tt0067961"",""Type"":""movie"",""DVD"":""25 Jul 2006"",""BoxOffice"":""$51,713"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
The Godfather	Q47703	Francis Ford Coppola	male	Mario Puzo&Francis Ford Coppola	male&male	The Godfather	The Godfather	tt0068646	Crime, Drama	97	9.2	English, Italian, Latin	false	Marlon Brando, Al Pacino, James Caan	175	R	United States	1972	true	true	12	21	"{""Title"":""The Godfather"",""Year"":""1972"",""Rated"":""R"",""Released"":""24 Mar 1972"",""Runtime"":""175 min"",""Genre"":""Crime, Drama"",""Director"":""Francis Ford Coppola"",""Writer"":""Mario Puzo, Francis Ford Coppola"",""Actors"":""Marlon Brando, Al Pacino, James Caan"",""Plot"":""The aging patriarch of an organized crime dynasty in postwar New York City transfers control of his clandestine empire to his reluctant youngest son."",""Language"":""English, Italian, Latin"",""Country"":""United States"",""Awards"":""Won 3 Oscars. 32 wins & 30 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""9.2/10""},{""Source"":""Rotten Tomatoes"",""Value"":""97%""},{""Source"":""Metacritic"",""Value"":""100/100""}],""Metascore"":""100"",""imdbRating"":""9.2"",""imdbVotes"":""1,847,150"",""imdbID"":""tt0068646"",""Type"":""movie"",""DVD"":""11 May 2004"",""BoxOffice"":""$136,381,073"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Aguirre, Wrath of God	Q325662	Werner Herzog	male	Werner Herzog	male	Aguirre, der Zorn Gottes	Aguirre, the Wrath of God	tt0068182	Action, Adventure, Biography	96	7.8	German, Quechua, Spanish	false	Klaus Kinski, Ruy Guerra, Helena Rojo	95	Not Rated	West Germany, Mexico	1972	false	true		90	"{""Title"":""Aguirre, the Wrath of God"",""Year"":""1972"",""Rated"":""Not Rated"",""Released"":""03 Apr 1977"",""Runtime"":""95 min"",""Genre"":""Action, Adventure, Biography"",""Director"":""Werner Herzog"",""Writer"":""Werner Herzog"",""Actors"":""Klaus Kinski, Ruy Guerra, Helena Rojo"",""Plot"":""In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado."",""Language"":""German, Quechua, Spanish"",""Country"":""West Germany, Mexico"",""Awards"":""5 wins & 4 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMjRkY2VhYzMtZWQyNS00OTY2LWE5NTAtYjlhNmQyYzE5MmUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.8/10""},{""Source"":""Rotten Tomatoes"",""Value"":""96%""}],""Metascore"":""N/A"",""imdbRating"":""7.8"",""imdbVotes"":""57,794"",""imdbID"":""tt0068182"",""Type"":""movie"",""DVD"":""31 Oct 2000"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
The Spirit of the Beehive	Q2290517	Víctor Erice	male	Víctor Erice	male	El espíritu de la colmena	The Spirit of the Beehive	tt0070040	Drama, Fantasy	96	7.8	Spanish	false	Fernando Fernán Gómez, Teresa Gimpera, Ana Torrent	98	Not Rated	Spain	1973	true	true	84	81	"{""Title"":""The Spirit of the Beehive"",""Year"":""1973"",""Rated"":""Not Rated"",""Released"":""14 Mar 1975"",""Runtime"":""98 min"",""Genre"":""Drama, Fantasy"",""Director"":""Víctor Erice"",""Writer"":""Ángel Fernández Santos, Víctor Erice"",""Actors"":""Fernando Fernán Gómez, Teresa Gimpera, Ana Torrent"",""Plot"":""In 1940, after watching and being traumatized by the movie Frankenstein (1931), a sensitive seven year-old girl living in a small Spanish village drifts into her own fantasy world."",""Language"":""Spanish"",""Country"":""Spain"",""Awards"":""7 wins & 1 nomination"",""Poster"":""https://m.media-amazon.com/images/M/MV5BZTRjNDQxZjQtNmMzYy00OWZjLWFhNmMtNGU2NDg1NjdjOTVjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.8/10""},{""Source"":""Rotten Tomatoes"",""Value"":""96%""},{""Source"":""Metacritic"",""Value"":""87/100""}],""Metascore"":""87"",""imdbRating"":""7.8"",""imdbVotes"":""18,847"",""imdbID"":""tt0070040"",""Type"":""movie"",""DVD"":""19 Sep 2006"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
